id,voucher_id,image_fullpath,image_croppath,pred_vessel,pred_cruise_num,pred_haul_num,pred_specimen_num,pred_stomach_sample,pred_tissue_sample,pred_right_ovary,pred_left_ovary,pred_whole_animal,pred_length_cm,pred_weight_gm,pred_species_identification,pred_comments,pred_collector_initials,pred_preservative,verified_vessel,verified_cruise_num,verified_haul_num,verified_specimen_num,verified_stomach_sample,verified_tissue_sample,verified_right_ovary,verified_left_ovary,verified_whole_animal,verified_length_cm,verified_weight_gm,verified_species_identification,verified_comments,verified_collector_initials,verified_preservative
37,7,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0037.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/37/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,7,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0038.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/38/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,7,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0039.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/39/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,7,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0040.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/40/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,8,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0041.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/41/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,9,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0042.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/42/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0043.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0044.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,10,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0045.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/45/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,11,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0046.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/46/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0047.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0048.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0049.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0050.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0051.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0052.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0053.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0054.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0055.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0056.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,12,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0057.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/57/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0058.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0059.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0060.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,13,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0061.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/61/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0062.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0063.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0064.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0065.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0066.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0067.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0068.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0069.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0070.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0071.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0072.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0073.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,14,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0074.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/74/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0075.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,14,Y:/RACE_Imagery/Field_Photos/EBSshelf2022/Vesteraalen/Leg3/EBS_94_202201_L3_0076.JPG,C:\Users\daniel.woodrich\Work\Data mgmt coord\Projects\Race_data_reco/training_data/76/cropped_form.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
